tournament_id	capture_key	name	class	queue_priority	basis
718	SS-718	2. MFL	core	1	G1:CORE взрослые мужские
720	SS-720	Abissnet Superiore	core	1	G1:CORE взрослые мужские
721	SS-721	Mozzart Bet Prva Liga	core	1	G1:CORE взрослые мужские
722	SS-722	Kategoria e Pare	core	1	G1:CORE взрослые мужские
723	SS-723	Promotion d'Honneur	core	1	G1:CORE взрослые мужские
724	SS-724	1. NL	core	1	G1:CORE взрослые мужские
725	SS-725	Maltese Super Cup	core	1	G1:CORE взрослые мужские
726	SS-726	Erovnuli Liga 2	core	1	G1:CORE взрослые мужские
727	SS-727	Israel National League	core	1	G1:CORE взрослые мужские
729	SS-729	Georgian Cup	core	1	G1:CORE взрослые мужские
731	SS-731	Eesti Karikas	core	1	G1:CORE взрослые мужские
736	SS-736	Birinci Liqa	core	1	G1:CORE взрослые мужские
737	SS-737	Coppa Titano	core	1	G1:CORE взрослые мужские
738	SS-738	Campionato Sammarinese	core	1	G1:CORE взрослые мужские
739	SS-739	Montenegrin Cup	core	1	G1:CORE взрослые мужские
740	SS-740	Azerbaijan Cup	core	1	G1:CORE взрослые мужские
741	SS-741	Cupa Moldova	core	1	G1:CORE взрослые мужские
742	SS-742	Primera Divisió	core	1	G1:CORE взрослые мужские
743	SS-743	Segona Divisió	core	1	G1:CORE взрослые мужские
749	SS-749	Kazakhstan Cup	core	1	G1:CORE взрослые мужские
756	SS-756	Kupa e Shqiperise	core	1	G1:CORE взрослые мужские
757	SS-757	FL1 Aktiv - Cup	core	1	G1:CORE взрослые мужские
761	SS-761	Latvijas Kauss	core	1	G1:CORE взрослые мужские
765	SS-765	Coupe de Luxembourg	core	1	G1:CORE взрослые мужские
766	SS-766	Georgian Super Cup	core	1	G1:CORE взрослые мужские
767	SS-767	Irish Cup	core	1	G1:CORE взрослые мужские
771	SS-771	V-League 2	core	1	G1:CORE взрослые мужские
772	SS-772	Uzbekistan Super League	core	1	G1:CORE взрослые мужские
773	SS-773	Kazakhstan Super Cup	core	1	G1:CORE взрослые мужские
775	SS-775	Belarusian Super Cup	core	1	G1:CORE взрослые мужские
776	SS-776	Pershaya Liga	core	1	G1:CORE взрослые мужские
777	SS-777	K League 2	core	1	G1:CORE взрослые мужские
778	SS-778	Armenian Cup	core	1	G1:CORE взрослые мужские
779	SS-779	Faroe Islands Cup	core	1	G1:CORE взрослые мужские
782	SS-782	Chinese League 1	core	1	G1:CORE взрослые мужские
785	SS-785	Kazakhstan 1st League	core	1	G1:CORE взрослые мужские
786	SS-786	Icelandic Super Cup	core	1	G1:CORE взрослые мужские
798	SS-798	Super Cup	core	1	G1:CORE взрослые мужские
799	SS-799	Franz Beckenbauer Supercup	core	1	G1:CORE взрослые мужские
800	SS-800	Croatian Super Cup	core	1	G1:CORE взрослые мужские
808	SS-808	Egyptian Premier League	core	1	G1:CORE взрослые мужские
812	SS-812	LFF Cup	core	1	G1:CORE взрослые мужские
824	SS-824	Coppa Italia Serie C	core	1	G1:CORE взрослые мужские
825	SS-825	Stars League	core	1	G1:CORE взрослые мужские
841	SS-841	Algerian Ligue 1	core	1	G1:CORE взрослые мужские
842	SS-842	WAFF Championship	core	1	G1:CORE взрослые мужские
846	SS-846	Bahraini Premier League	core	1	G1:CORE взрослые мужские
848	SS-848	I-League	core	1	G1:CORE взрослые мужские
868	SS-868	Division 2, Norra Götaland	core	1	G1:CORE взрослые мужские
881	SS-881	Copa Constitució	core	1	G1:CORE взрослые мужские
882	SS-882	CFA Cup	core	1	G1:CORE взрослые мужские
884	SS-884	Supercoppa Serie C	core	1	G1:CORE взрослые мужские
890	SS-890	Supercupa Moldovei	core	1	G1:CORE взрослые мужские
915	SS-915	Persian Gulf Pro League	core	1	G1:CORE взрослые мужские
929	SS-929	Jordan Pro League	core	1	G1:CORE взрослые мужские
937	SS-937	Botola Pro	core	1	G1:CORE взрослые мужские
939	SS-939	Crown Prince Cup	core	1	G1:CORE взрослые мужские
947	SS-947	Hong Kong Premier League	core	1	G1:CORE взрослые мужские
953	SS-953	Federation Cup	core	1	G1:CORE взрослые мужские
955	SS-955	Saudi Pro League	core	1	G1:CORE взрослые мужские
965	SS-965	Omani League	core	1	G1:CORE взрослые мужские
971	SS-971	UAE Pro League	core	1	G1:CORE взрослые мужские
984	SS-984	Tunisian Ligue Professionnelle 1	core	1	G1:CORE взрослые мужские
1000	SS-1000	Malaysia Super League	core	1	G1:CORE взрослые мужские
1002	SS-1002	Zain Premier League	core	1	G1:CORE взрослые мужские
1006	SS-1006	Elite One	core	1	G1:CORE взрослые мужские
1015	SS-1015	Indonesia Super League	core	1	G1:CORE взрослые мужские
1020	SS-1020	Nedbank Cup	core	1	G1:CORE взрослые мужские
1024	SS-1024	Copa Argentina	core	1	G1:CORE взрослые мужские
1032	SS-1032	Thai League 1	core	1	G1:CORE взрослые мужские
1054	SS-1054	CAF Champions League	core	1	G1:CORE взрослые мужские
1060	SS-1060	Baltic Cup	core	1	G1:CORE взрослые мужские
1093	SS-1093	Second League, Division B, Group 1	core	1	G1:CORE взрослые мужские
1095	SS-1095	Second League, Division B, Group 3	core	1	G1:CORE взрослые мужские
1097	SS-1097	Second League, Division B, Group 4	core	1	G1:CORE взрослые мужские
1099	SS-1099	Second League, Division B, Group 2	core	1	G1:CORE взрослые мужские
1101	SS-1101	Promotion League	core	1	G1:CORE взрослые мужские
1107	SS-1107	Albanian Supercup	core	1	G1:CORE взрослые мужские
1115	SS-1115	CAF Confederations Cup	core	1	G1:CORE взрослые мужские
1125	SS-1125	MTN 8	core	1	G1:CORE взрослые мужские
1127	SS-1127	Liga F Moeve	women	9	G1:W женские/смешанные
1135	SS-1135	Vtora Liga	core	1	G1:CORE взрослые мужские
1137	SS-1137	Premier League	core	1	G1:CORE взрослые мужские
1139	SS-1139	Première Ligue, Féminine	women	9	C6:gender-unknown/women
1191	SS-1191	Ghana Premier League	core	1	G1:CORE взрослые мужские
1205	SS-1205	South African League Cup	core	1	G1:CORE взрослые мужские
1211	SS-1211	Ivory Coast Ligue 1	core	1	G1:CORE взрослые мужские
1221	SS-1221	Copa Chile	core	1	G1:CORE взрослые мужские
1222	SS-1222	OFC Champions League	core	1	G1:CORE взрослые мужские
1226	SS-1226	Senegal Ligue 1	core	1	G1:CORE взрослые мужские
1234	SS-1234	Paulista, Série A2	core	1	G1:CORE взрослые мужские
1236	SS-1236	Vietnamese Super Cup	core	1	G1:CORE взрослые мужские
1238	SS-1238	Categoría Primera B	core	1	G1:CORE взрослые мужские
1240	SS-1240	Liga de Ascenso	core	1	G1:CORE взрослые мужские
1246	SS-1246	Viareggio Cup	core	1	G1:CORE взрослые мужские
1250	SS-1250	CAF Super Cup	core	1	G1:CORE взрослые мужские
1254	SS-1254	División Intermedia	core	1	G1:CORE взрослые мужские
1258	SS-1258	NPL South Australia	core	1	G1:CORE взрослые мужские
1260	SS-1260	NPL Capital Football	core	1	G1:CORE взрослые мужские
1262	SS-1262	LFF Super Cup	core	1	G1:CORE взрослые мужские
1268	SS-1268	NPL Queensland	core	1	G1:CORE взрослые мужские
1270	SS-1270	NPL Western Australia	core	1	G1:CORE взрослые мужские
1274	SS-1274	NPL New South Wales	core	1	G1:CORE взрослые мужские
1275	SS-1275	NPL Victoria Men	core	1	G1:CORE взрослые мужские
1281	SS-1281	Brasileirão Série C	core	1	G1:CORE взрослые мужские
1295	SS-1295	Emirates Cup	core	1	G1:CORE взрослые мужские
1309	SS-1309	Supercopa de Chile	core	1	G1:CORE взрослые мужские
1325	SS-1325	Premier League Asia Trophy	core	1	G1:CORE взрослые мужские
1335	SS-1335	Copa Colombia	core	1	G1:CORE взрослые мужские
1343	SS-1343	Supercoppa Sammarinese	core	1	G1:CORE взрослые мужские
1347	SS-1347	Primera B Metropolitana	core	1	G1:CORE взрослые мужские
1369	SS-1369	UAE League Cup	core	1	G1:CORE взрослые мужские
1374	SS-1374	Serie D, Girone A	core	1	G1:CORE взрослые мужские
1376	SS-1376	Serie D, Girone B	core	1	G1:CORE взрослые мужские
1378	SS-1378	Serie D, Girone C	core	1	G1:CORE взрослые мужские
1380	SS-1380	Serie D, Girone D	core	1	G1:CORE взрослые мужские
1382	SS-1382	Serie D, Girone E	core	1	G1:CORE взрослые мужские
1384	SS-1384	Serie D, Girone F	core	1	G1:CORE взрослые мужские
1386	SS-1386	Serie D, Girone G	core	1	G1:CORE взрослые мужские
1388	SS-1388	Serie D, Girone H	core	1	G1:CORE взрослые мужские
1390	SS-1390	Serie D, Girone I	core	1	G1:CORE взрослые мужские
1434	SS-1434	Coupe du Trône	core	1	G1:CORE взрослые мужские
1460	SS-1460	Cypriot Third Division	core	1	G1:CORE взрослые мужские
1518	SS-1518	Stars Cup	core	1	G1:CORE взрослые мужские
1542	SS-1542	Gibraltar Football League	core	1	G1:CORE взрослые мужские
1588	SS-1588	Algerian Cup	core	1	G1:CORE взрослые мужские
1596	SS-1596	Copa do Nordeste	core	1	G1:CORE взрослые мужские
1598	SS-1598	Copa MX	core	1	G1:CORE взрослые мужские
1614	SS-1614	Paulista, Série A3	core	1	G1:CORE взрослые мужские
1618	SS-1618	Supercopa Argentina	core	1	G1:CORE взрослые мужские
1626	SS-1626	NPL Tasmania	core	1	G1:CORE взрослые мужские
1632	SS-1632	Men's President's Cup	core	1	G1:CORE взрослые мужские
1634	SS-1634	Crown Prince Cup	core	1	G1:CORE взрослые мужские
1638	SS-1638	NPL Northern New South Wales	core	1	G1:CORE взрослые мужские
1644	SS-1644	FKF Kenyan Premier League	core	1	G1:CORE взрослые мужские
1654	SS-1654	Philippines Football League	core	1	G1:CORE взрослые мужские
1662	SS-1662	Kansallinen Liiga	women	9	G1:W женские/смешанные
1682	SS-1682	Coupe de Tunisie	core	1	G1:CORE взрослые мужские
1696	SS-1696	FA Cup, Qualification	core	1	G1:CORE взрослые мужские
1710	SS-1710	Serie D, Poule Scudetto	core	1	G1:CORE взрослые мужские
1754	SS-1754	Supercopa MX	core	1	G1:CORE взрослые мужские
1778	SS-1778	Cupa Ligii	core	1	G1:CORE взрослые мужские
1786	SS-1786	Australia Cup	core	1	G1:CORE взрослые мужские
1794	SS-1794	MLS All Star Game	show	9	G1:3 шоу/киберфутбол
1822	SS-1822	Jordan Cup	core	1	G1:CORE взрослые мужские
1848	SS-1848	Africa Cup of Nations Qual.	core	1	G1:CORE взрослые мужские
1892	SS-1892	Jamaica Premier League	core	1	G1:CORE взрослые мужские
1900	SS-1900	Indian Super League	core	1	G1:CORE взрослые мужские
1906	SS-1906	Motsepe Foundation Championship	core	1	G1:CORE взрослые мужские
1908	SS-1908	Uruguayan Segunda División	core	1	G1:CORE взрослые мужские
1924	SS-1924	Armenian Supercup	core	1	G1:CORE взрослые мужские
1954	SS-1954	CONCACAF W Championship	women	9	G1:W женские/смешанные
2056	SS-2056	Icelandic Men's Football League Cup A	core	1	G1:CORE взрослые мужские
2058	SS-2058	King's Cup	core	1	G1:CORE взрослые мужские
2060	SS-2060	Nigeria Premier Football League	core	1	G1:CORE взрослые мужские
2065	SS-2065	Zambia Super League	core	1	G1:CORE взрослые мужские
2076	SS-2076	COSAFA Cup	core	1	G1:CORE взрослые мужские
2103	SS-2103	Trofeo de Campeon de Campeones	core	1	G1:CORE взрослые мужские
2104	SS-2104	Israel Super Cup	core	1	G1:CORE взрослые мужские
2107	SS-2107	AME Cup	core	1	G1:CORE взрослые мужские
2119	SS-2119	Saudi Super Cup	core	1	G1:CORE взрослые мужские
2120	SS-2120	Saudi 1st Division	core	1	G1:CORE взрослые мужские
2123	SS-2123	Eurojackpot Vrouwen Eredivisie	women	9	G1:W женские/смешанные
2142	SS-2142	Gaza Strip Premier League	core	1	G1:CORE взрослые мужские
2159	SS-2159	Lebanese Super Cup	core	1	G1:CORE взрослые мужские
2284	SS-2284	WK League	women	9	G1:W женские/смешанные
2289	SS-2289	Calcutta Premier Division	core	1	G1:CORE взрослые мужские
2293	SS-2293	J3 League	core	1	G1:CORE взрослые мужские
2294	SS-2294	Japan Football League	core	1	G1:CORE взрослые мужские
2295	SS-2295	Lebanese Premier League	core	1	G1:CORE взрослые мужские
2296	SS-2296	West Bank League	core	1	G1:CORE взрослые мужские
2303	SS-2303	Ghana FA Cup	core	1	G1:CORE взрослые мужские
2304	SS-2304	UAE Super Cup	core	1	G1:CORE взрослые мужские
2305	SS-2305	Egypt Cup	core	1	G1:CORE взрослые мужские
2306	SS-2306	Sultan Cup	core	1	G1:CORE взрослые мужские
2307	SS-2307	Lebanon Cup	core	1	G1:CORE взрослые мужские
2308	SS-2308	Girabola	core	1	G1:CORE взрослые мужские
2353	SS-2353	Tanzanian Premier League	core	1	G1:CORE взрослые мужские
2354	SS-2354	SAFF Championship	core	1	G1:CORE взрослые мужские
2736	SS-2736	King's Cup	core	1	G1:CORE взрослые мужские
3076	SS-3076	SheBelieves Cup	women	9	G1:W женские/смешанные
3079	SS-3079	CFA Super Cup	core	1	G1:CORE взрослые мужские
3080	SS-3080	Presidents Cup	core	1	G1:CORE взрослые мужские
3087	SS-3087	Vietnam Cup	core	1	G1:CORE взрослые мужские
9230	SS-9230	Canadian Championship	core	1	G1:CORE взрослые мужские
9355	SS-9355	Toto Cup Al	core	1	G1:CORE взрослые мужские
9356	SS-9356	Toto Cup Leumit	core	1	G1:CORE взрослые мужские
9386	SS-9386	MSFL	core	1	G1:CORE взрослые мужские
9387	SS-9387	CFL	core	1	G1:CORE взрослые мужские
9413	SS-9413	AlbiMall Superliga	core	1	G1:CORE взрослые мужские
9426	SS-9426	First League	core	1	G1:CORE взрослые мужские
9459	SS-9459	Algerian Ligue 2	core	1	G1:CORE взрослые мужские
10069	SS-10069	Kupa e Kosovës	core	1	G1:CORE взрослые мужские
10093	SS-10093	Campeonato de Portugal	core	1	G1:CORE взрослые мужские
10158	SS-10158	Copa Verde	core	1	G1:CORE взрослые мужские
10166	SS-10166	Uganda Premier League	core	1	G1:CORE взрослые мужские
10240	SS-10240	LigaPro Serie B	core	1	G1:CORE взрослые мужские
10268	SS-10268	K3 League	core	1	G1:CORE взрослые мужские
10291	SS-10291	Hong Kong FA Cup	core	1	G1:CORE взрослые мужские
10294	SS-10294	Alagoano	core	1	G1:CORE взрослые мужские
10295	SS-10295	Paraibano	core	1	G1:CORE взрослые мужские
10297	SS-10297	Liga 2	core	1	G1:CORE взрослые мужские
10309	SS-10309	Iceland 2. deild	core	1	G1:CORE взрослые мужские
10326	SS-10326	Brasileirão Série D	core	1	G1:CORE взрослые мужские
10381	SS-10381	Chinese League 2	core	1	G1:CORE взрослые мужские
10383	SS-10383	Copa Paulista	core	1	G1:CORE взрослые мужские
10416	SS-10416	King's Cup	core	1	G1:CORE взрослые мужские
10511	SS-10511	Thai League 2	core	1	G1:CORE взрослые мужские
10526	SS-10526	Hong Kong 1st Division	core	1	G1:CORE взрослые мужские
10528	SS-10528	Copa Venezuela	core	1	G1:CORE взрослые мужские
10533	SS-10533	Liga Primera de Nicaragua	core	1	G1:CORE взрослые мужские
10535	SS-10535	Myanmar National League	core	1	G1:CORE взрослые мужские
10536	SS-10536	Egyptian Second Division A	core	1	G1:CORE взрослые мужские
10554	SS-10554	Botola Pro 2	core	1	G1:CORE взрослые мужские
10608	SS-10608	Rwanda Premier League	core	1	G1:CORE взрослые мужские
10618	SS-10618	World Championship Qual., Inter-Confederation	core	1	G1:CORE взрослые мужские
10619	SS-10619	First Division League	core	1	G1:CORE взрослые мужские
10633	SS-10633	Tunisian Ligue Professionnelle 2	core	1	G1:CORE взрослые мужские
10636	SS-10636	Premier Football League	core	1	G1:CORE взрослые мужские
10639	SS-10639	Algerian Super Cup	core	1	G1:CORE взрослые мужские
10641	SS-10641	Division 2, Promotion Round	core	1	G1:CORE взрослые мужские
10665	SS-10665	UAE 1st Division	core	1	G1:CORE взрослые мужские
10741	SS-10741	Cambodian Premier League	core	1	G1:CORE взрослые мужские
10756	SS-10756	Superliga de Colombia	core	1	G1:CORE взрослые мужские
10772	SS-10772	Copinha	core	1	G1:CORE взрослые мужские
10783	SS-10783	UEFA Nations League	core	1	G1:CORE взрослые мужские
10784	SS-10784	Congo Ligue 1	core	1	G1:CORE взрослые мужские
11033	SS-11033	Zimbabwe Premier Soccer League	core	1	G1:CORE взрослые мужские
11058	SS-11058	Super Cup India	core	1	G1:CORE взрослые мужские
11082	SS-11082	3rd Division, Group 6	core	1	G1:CORE взрослые мужские
11083	SS-11083	3rd Division, Group 3	core	1	G1:CORE взрослые мужские
11084	SS-11084	3rd Division, Group 1	core	1	G1:CORE взрослые мужские
11085	SS-11085	2nd Division, Group 1	core	1	G1:CORE взрослые мужские
11086	SS-11086	3rd Division, Group 2	core	1	G1:CORE взрослые мужские
11087	SS-11087	3rd Division, Group 4	core	1	G1:CORE взрослые мужские
11088	SS-11088	3rd Division, Group 5	core	1	G1:CORE взрослые мужские
11089	SS-11089	2nd Division Playoffs	core	1	G1:CORE взрослые мужские
11090	SS-11090	2nd Division, Group 2	core	1	G1:CORE взрослые мужские
11126	SS-11126	Copa de SM La Reina	women	9	G1:W женские/смешанные
11315	SS-11315	Betclic 3. Liga, Group 3	core	1	G1:CORE взрослые мужские
11316	SS-11316	Betclic 3. Liga, Group 1	core	1	G1:CORE взрослые мужские
11317	SS-11317	Betclic 3. Liga, Group 2	core	1	G1:CORE взрослые мужские
11318	SS-11318	Betclic 3. Liga, Group 4	core	1	G1:CORE взрослые мужские
11338	SS-11338	Azadegan League	core	1	G1:CORE взрослые мужские
11386	SS-11386	Primera C Metropolitana	core	1	G1:CORE взрослые мужские
11402	SS-11402	Tweede Divisie	core	1	G1:CORE взрослые мужские
11415	SS-11415	Nesine 3. Lig, Grup 3	core	1	G1:CORE взрослые мужские
11416	SS-11416	Nesine 3. Lig, Grup 2	core	1	G1:CORE взрослые мужские
11417	SS-11417	Nesine 3. Lig, Grup 1	core	1	G1:CORE взрослые мужские
11420	SS-11420	Botswana Premier League	core	1	G1:CORE взрослые мужские
11445	SS-11445	Serie C, Girone A	core	1	G1:CORE взрослые мужские
11446	SS-11446	Serie C, Girone C	core	1	G1:CORE взрослые мужские
11447	SS-11447	Serie C, Girone B	core	1	G1:CORE взрослые мужские
11452	SS-11452	Serie C, Playoffs	core	1	G1:CORE взрослые мужские
11454	SS-11454	Campeones Cup	core	1	G1:CORE взрослые мужские
11497	SS-11497	Hazfi Cup	core	1	G1:CORE взрослые мужские
11509	SS-11509	Kakkonen Playoffs	core	1	G1:CORE взрослые мужские
11532	SS-11532	Primera División, Clausura	core	1	G1:CORE взрослые мужские
11533	SS-11533	Liga Panameña de Fútbol, Clausura	core	1	G1:CORE взрослые мужские
11534	SS-11534	Liga Panameña de Fútbol, Apertura	core	1	G1:CORE взрослые мужские
11535	SS-11535	Primera División, Apertura	core	1	G1:CORE взрослые мужские
11536	SS-11536	Primera A, Finalización	core	1	G1:CORE взрослые мужские
11537	SS-11537	Primera División, Apertura	core	1	G1:CORE взрослые мужские
11539	SS-11539	Primera A	core	1	G1:CORE взрослые мужские
11540	SS-11540	Primera División, Apertura	core	1	G1:CORE взрослые мужские
11541	SS-11541	Primera División	core	1	G1:CORE взрослые мужские
11542	SS-11542	Primera División, Clausura	core	1	G1:CORE взрослые мужские
11611	SS-11611	Liga de Expansión MX, Apertura	core	1	G1:CORE взрослые мужские
11612	SS-11612	Liga de Expansión MX, Clausura	core	1	G1:CORE взрослые мужские
11613	SS-11613	Liga Hondubet, Apertura	core	1	G1:CORE взрослые мужские
11614	SS-11614	Liga Hondubet, Clausura	core	1	G1:CORE взрослые мужские
11615	SS-11615	Liga Nacional de Fútbol de Guatemala, Clausura	core	1	G1:CORE взрослые мужские
11617	SS-11617	Ettan, Relegation/Promotion	core	1	G1:CORE взрослые мужские
11618	SS-11618	Copa Federación	core	1	G1:CORE взрослые мужские
11619	SS-11619	Liga Nacional de Fútbol de Guatemala, Apertura	core	1	G1:CORE взрослые мужские
11620	SS-11620	Liga MX, Clausura	core	1	G1:CORE взрослые мужские
11621	SS-11621	Liga MX, Apertura	core	1	G1:CORE взрослые мужские
11653	SS-11653	Liga de Primera	core	1	G1:CORE взрослые мужские
11663	SS-11663	Potiguar, 1ª Divisão	core	1	G1:CORE взрослые мужские
11664	SS-11664	Maranhense	core	1	G1:CORE взрослые мужские
11665	SS-11665	Sergipano	core	1	G1:CORE взрослые мужские
11669	SS-11669	Paraense	core	1	G1:CORE взрослые мужские
11670	SS-11670	Mato-Grossense	core	1	G1:CORE взрослые мужские
11671	SS-11671	Liga de Ascenso, Apertura	core	1	G1:CORE взрослые мужские
11672	SS-11672	Liga de Ascenso, Clausura	core	1	G1:CORE взрослые мужские
11679	SS-11679	Sul-Mato-Grossense	core	1	G1:CORE взрослые мужские
11682	SS-11682	Brasiliense	core	1	G1:CORE взрослые мужские
11702	SS-11702	Amazonense	core	1	G1:CORE взрослые мужские
11705	SS-11705	Supercopa Uruguaya	core	1	G1:CORE взрослые мужские
13331	SS-13331	Bangladesh Football League	core	1	G1:CORE взрослые мужские
13353	SS-13353	Piauiense	core	1	G1:CORE взрослые мужские
13361	SS-13361	Jordan 1st Division	core	1	G1:CORE взрослые мужские
13362	SS-13362	USL League One	core	1	G1:CORE взрослые мужские
13363	SS-13363	USL Championship	core	1	G1:CORE взрослые мужские
13383	SS-13383	West Bank Cup	core	1	G1:CORE взрослые мужские
13450	SS-13450	NPSL	core	1	G1:CORE взрослые мужские
13470	SS-13470	Canadian Premier League	core	1	G1:CORE взрослые мужские
13471	SS-13471	Gaza Strip Cup	core	1	G1:CORE взрослые мужские
13474	SS-13474	Malaysia FA Cup	core	1	G1:CORE взрослые мужские
13475	SS-13475	Copa de la Liga Profesional	core	1	G1:CORE взрослые мужские
13546	SS-13546	USL League Two	core	1	G1:CORE взрослые мужские
13578	SS-13578	Iceland 3. deild	core	1	G1:CORE взрослые мужские
13579	SS-13579	Serie C, Play-out	core	1	G1:CORE взрослые мужские
13614	SS-13614	Copa Paraguay	core	1	G1:CORE взрослые мужские
13668	SS-13668	Amapazão	core	1	G1:CORE взрослые мужские
13684	SS-13684	Copa Ecuador	core	1	G1:CORE взрослые мужские
13685	SS-13685	Copa Bicentenario	core	1	G1:CORE взрослые мужские
13774	SS-13774	Black Label Cup	core	1	G1:CORE взрослые мужские
13783	SS-13783	Leagues Cup	core	1	G1:CORE взрослые мужские
13820	SS-13820	Cymru North	core	1	G1:CORE взрослые мужские
13821	SS-13821	Cymru South	core	1	G1:CORE взрослые мужские
13998	SS-13998	Arab Club Champions Cup	core	1	G1:CORE взрослые мужские
14090	SS-14090	Torneo Federal A	core	1	G1:CORE взрослые мужские
14100	SS-14100	CONCACAF Nations League	core	1	G1:CORE взрослые мужские
14101	SS-14101	Primera D Metropolitana	core	1	G1:CORE взрослые мужские
14126	SS-14126	Federation Cup	core	1	G1:CORE взрослые мужские
14564	SS-14564	Kuwait Super Cup	core	1	G1:CORE взрослые мужские
14602	SS-14602	Supercopa do Brasil	core	1	G1:CORE взрослые мужские
14603	SS-14603	Supercopa Peruana	core	1	G1:CORE взрослые мужские
14609	SS-14609	CONMEBOL Pre-Olympic	core	1	G1:CORE взрослые мужские
14627	SS-14627	Qatar Cup	core	1	G1:CORE взрослые мужские
14650	SS-14650	Capixaba	core	1	G1:CORE взрослые мужские
14658	SS-14658	Rondoniense	core	1	G1:CORE взрослые мужские
14659	SS-14659	Acreano	core	1	G1:CORE взрослые мужские
14660	SS-14660	Supercopa Ecuador	core	1	G1:CORE взрослые мужские
14686	SS-14686	Tocantinense	core	1	G1:CORE взрослые мужские
14688	SS-14688	Egyptian Supercup	core	1	G1:CORE взрослые мужские
14710	SS-14710	Emir Cup	core	1	G1:CORE взрослые мужские
14713	SS-14713	Cupa Federației	core	1	G1:CORE взрослые мужские
14733	SS-14733	Roraimense	core	1	G1:CORE взрослые мужские
14734	SS-14734	Tunisian Super Cup	core	1	G1:CORE взрослые мужские
14756	SS-14756	Liga Pro FIFA20 - 12 mins play	esoccer	0	G1:3 шоу/киберфутбол
14762	SS-14762	Battle Champions League FIFA20 - 8 mins play	esoccer	0	G1:3 шоу/киберфутбол
14763	SS-14763	Battle Champions League B FIFA20 - 8 mins play	esoccer	0	G1:3 шоу/киберфутбол
14769	SS-14769	eLigaMX FIFA 2020 - 12  mins play	esoccer	0	G1:3 шоу/киберфутбол
15938	SS-15938	Nesine 3. Lig, Grup 4	core	1	G1:CORE взрослые мужские
15946	SS-15946	NCAA	student	0	G1:1 студенческие
16353	SS-16353	Liga Pro FIFA21 - 12 mins play	esoccer	0	G1:3 шоу/киберфутбол
16437	SS-16437	Digicel Premier League	core	1	G1:CORE взрослые мужские
16439	SS-16439	Telekom S-League	core	1	G1:CORE взрослые мужские
16462	SS-16462	Hrvatski Telekom eLiga Dinamo - Club Playoffs	esoccer	0	G1:3 шоу/киберфутбол
16463	SS-16463	Hrvatski Telekom eLiga Hajduk - Club Playoffs	esoccer	0	G1:3 шоу/киберфутбол
16464	SS-16464	Hrvatski Telekom eLiga Osijek - Club Playoffs	esoccer	0	G1:3 шоу/киберфутбол
16465	SS-16465	Hrvatski Telekom eLiga Rijeka - Club Playoffs	esoccer	0	G1:3 шоу/киберфутбол
16497	SS-16497	Hrvatski Telekom eLiga	esoccer	0	G1:3 шоу/киберфутбол
16504	SS-16504	Gozo Football League First Division	core	1	G1:CORE взрослые мужские
16508	SS-16508	Srpska Liga Beograd	core	1	G1:CORE взрослые мужские
16509	SS-16509	Srpska Liga Istok	core	1	G1:CORE взрослые мужские
16510	SS-16510	TAŠ BET Srpska Liga Vojvodina	core	1	G1:CORE взрослые мужские
16511	SS-16511	Srpska Liga Zapad	core	1	G1:CORE взрослые мужские
16514	SS-16514	Gozo Football League Second Division	core	1	G1:CORE взрослые мужские
16527	SS-16527	National Super League	core	1	G1:CORE взрослые мужские
16540	SS-16540	FKF National Super League	core	1	G1:CORE взрослые мужские
16554	SS-16554	Dhivehi Premier League	core	1	G1:CORE взрослые мужские
16589	SS-16589	Andorran Supercup	core	1	G1:CORE взрослые мужские
16601	SS-16601	Ethiopian Premier League	core	1	G1:CORE взрослые мужские
16610	SS-16610	GFF First Division	core	1	G1:CORE взрослые мужские
16612	SS-16612	National Division One	core	1	C6:gender-unknown/no-marker
16640	SS-16640	Championship League	core	1	G1:CORE взрослые мужские
16641	SS-16641	Premier League	core	1	G1:CORE взрослые мужские
16642	SS-16642	Moçambola	core	1	G1:CORE взрослые мужские
16663	SS-16663	Primus League	core	1	G1:CORE взрослые мужские
16672	SS-16672	Kategoria e Dytë	core	1	G1:CORE взрослые мужские
16676	SS-16676	NB III Kelet	core	1	G1:CORE взрослые мужские
16679	SS-16679	NB III Közép	core	1	G1:CORE взрослые мужские
16682	SS-16682	NB III Nyugat	core	1	G1:CORE взрослые мужские
16702	SS-16702	Liga e Dytë	core	1	G1:CORE взрослые мужские
16704	SS-16704	Promé Divishon	core	1	G1:CORE взрослые мужские
16721	SS-16721	AFA Senior Male League	core	1	G1:CORE взрослые мужские
16732	SS-16732	SKNFA Premier League	core	1	G1:CORE взрослые мужские
16733	SS-16733	Regional 1	amateur	9	G1:2 региональные/любительские
16736	SS-16736	División Profesional	core	1	G1:CORE взрослые мужские
16753	SS-16753	SKNFA Division 1	core	1	G1:CORE взрослые мужские
16779	SS-16779	Superscore Liga 3 Seria 4	core	1	G1:CORE взрослые мужские
16787	SS-16787	Superscore Liga 3 Seria 5	core	1	G1:CORE взрослые мужские
16789	SS-16789	Georgia Liga 3	core	1	G1:CORE взрослые мужские
16794	SS-16794	Kategoria e Tretë	core	1	G1:CORE взрослые мужские
16796	SS-16796	Superscore Liga 3 Seria 8	core	1	G1:CORE взрослые мужские
