id	name	country	confederation	tier	class	route	live	current_saison_id	step2_saison_ids	fotmob_id	sofascore_id	fbref_id	reason
IT4F	Serie D - Girone F	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1384		rule:default
IT4G	Serie D - Girone G	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1386		rule:default
IT4H	Serie D - Girone H	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1388		rule:default
IT4I	Serie D - Girone I	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1390		rule:default
ITJ4	Campionato Under 17 - A	Italy	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
ITJ5	Campionato nazionale Under 17 - B	Italy	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
ITJ6	Campionato nazionale Under 17 - C	Italy	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
ITJ7	Campionato Under 18	Italy	UEFA	youth	youth	wettbewerb	1	2026	2019,2020,2021,2022,2023,2024				rule:youth
J18E	Prince Takamado U18 Premier League East	Japan	AFC	youth	youth	wettbewerb	1	2025	2014,2015,2016,2017,2018,2020,2021,2022,2023				rule:youth
J18W	Prince Takamado U18 Premier League West	Japan	AFC	youth	youth	wettbewerb	1	2025	2014,2015,2016,2017,2018,2020,2021,2022,2023				rule:youth
J6H2	Hokushin'etsu Football League (Div.2)	Japan	AFC	6	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 6
J6K2	Kanto Soccer League (Div.2)	Japan	AFC	6	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 6
J6KA	Kansai Soccer League (Div.2)	Japan	AFC	6	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 6
J6T2	Tokai Soccer League (Div.2)	Japan	AFC	6	amateur	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:tier 6
J6TN	Tohoku Soccer League (Div.2 North)	Japan	AFC	6	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 6
J6TS	Tohoku Soccer League (Div.2 South)	Japan	AFC	6	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 6
JAP1	J1 League	Japan	AFC	1	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023		196		rule:default
JAP2	J2 League	Japan	AFC	2	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		402		rule:default
JAP3	J3 League	Japan	AFC	3	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		2293		rule:default
JAPC	J. League Cup	Japan	AFC	cup	core_club	pokal	1	2026		224	101		rule:default
JCSL	Chugoku Soccer League	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
JEMP	Emperor's Cup	Japan	AFC	cup	core_club	pokal	1	2025					rule:default
JFL	Japan Football League	Japan	AFC	4	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		2294		rule:default
JGD2	ÖFB Jugendliga U18	Austria	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
JGD3	ÖFB Jugendliga U16	Austria	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
JO1L	Jordanian Pro League	Jordan	AFC	1	core_club	wettbewerb	1	2026	2024				rule:default
JPKA	Kansai Soccer League (Div.1)	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
JPKS	Kyushu Soccer League	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
JPL1	Jamaica Premier League	Jamaica	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1892		rule:default
K18C	K League U18 Championship	Korea, South	AFC	youth	youth	pokal	1	2025					rule:youth
K3L	K3 League	Korea, South	AFC	3	core_club	wettbewerb	1	2025	2019,2020,2021,2022,2023		10268		rule:default
K4L	K4 League	Korea, South	AFC	4	core_club	wettbewerb	1	2025	2019,2020,2021,2022,2023		25158		rule:default
KAJ1	QJ League	Kazakhstan	UEFA	youth	youth	wettbewerb	1	2025	2022,2023				rule:youth
KAS1	Premier Liga	Kazakhstan	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
KAS2	Pervaya Liga	Kazakhstan	UEFA	2	core_club	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:default
KASC	Kasachischer Supercup	Kazakhstan	UEFA	supercup	core_club	pokal	1	2025					rule:default
KAZP	Kazakhstan Cup	Kazakhstan	UEFA	cup	core_club	pokal	1	2025			749		rule:default
KG1L	Jogorku Liga	Kyrgyzstan	AFC	1	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023				rule:default
KGPO	Kyrgyzstan Cup	Kyrgyzstan	AFC	cup	core_club	pokal	1	2025			35611		rule:default
KHM1	Cambodian Premier League	Cambodia	AFC	1	core_club	wettbewerb	1	2026	2018,2019,2020,2021,2023,2024		10741		rule:default
KO1	Superliga e Kosovës	Kosovo	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
KOBU	Uzbekistan Cup	Uzbekistan	AFC	cup	core_club	pokal	1	2025			27238		rule:default
KOG1	Kolmonen Etelä Group A	Finland	UEFA	5	amateur	wettbewerb	1	2025	2018,2019,2020,2021,2022,2023				rule:tier 5
KOG2	Kolmonen Etelä Group B	Finland	UEFA	5	amateur	wettbewerb	1	2025	2018,2019,2020,2021,2022,2023				rule:tier 5
KOG3	Kolmonen Etelä Group C	Finland	UEFA	5	amateur	wettbewerb	1	2025	2017,2018,2020,2021,2022,2023				rule:tier 5
KR1	SuperSport HNL	Croatia	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
KR2	Prva Nogometna Liga	Croatia	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
KRC3	K3·K4 Championship	Korea, South	AFC	cup	core_club	pokal	1	2025					rule:default
KSC1	Korean Super Cup	Korea, South	AFC	supercup	core_club	pokal	1	2025					rule:default
KTOS	Kanto Soccer League (Div.1)	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
L1	Bundesliga	Germany	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	54			rule:default
L2	2. Bundesliga	Germany	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	146	44		rule:default
L3	3. Liga	Germany	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	208	491		rule:default
LAO1	Lao League 1	Laos	AFC	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2024				rule:default
LBMI	Landesliga Bayern Mitte	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LBNO	Landesliga Bayern Nordost	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LBNW	Landesliga Bayern Nordwest	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LBSO	Landesliga Bayern Südost	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LBSW	Landesliga Bayern Südwest	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LET1	Virsliga	Latvia	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	226	197		rule:default
LET2	Futbola Pirmā līga	Latvia	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
LETP	Latvian Cup	Latvia	UEFA	cup	core_club	pokal	1	2025					rule:default
LI1	Toplyga	Lithuania	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	228	198		rule:default
LLHA	Landesliga Hansa	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2022,2023,2024				rule:tier 6
LLHB	Landesliga Bremen	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LLHM	Landesliga Hammonia	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2022,2023,2024				rule:tier 6
LLHO	Landesliga Holstein	Germany	UEFA	6	amateur	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LLL	Landesliga Lüneburg	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LLSA	Schröder-Liga Saar	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LLSL	Landesliga Schleswig	Germany	UEFA	6	amateur	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LNBR	Landesliga Braunschweig	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LNHA	Landesliga Hannover	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LNR1	Landesliga Niederrhein - Gruppe 1	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LNR2	Landesliga Niederrhein - Gruppe 2	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LNWE	Landesliga Weser-Ems	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
LPL	Libyan Premier League	Libya	CAF	1	core_club	wettbewerb	1	2026	2024				rule:default
LT19	U-19 Elites Grupa	Latvia	UEFA	youth	youth	wettbewerb	1	2025	2023,2024				rule:youth
LTSC	Lithuanian Supercup	Lithuania	UEFA	supercup	core_club	pokal	1	2025					rule:default
LTU2	I Lyga	Lithuania	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
LTVP	Lithuanian Cup	Lithuania	UEFA	cup	core_club	pokal	1	2025					rule:default
LUCL	Coupe de la Ligue Luxemburg	Luxembourg	UEFA	supercup	core_club	pokal	1	2026					rule:default
LUX1	BGL Ligue	Luxembourg	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
LUX2	Ehrenpromotion	Luxembourg	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
M191	Liga MX U19 Apertura	Mexico	Americas	youth	youth	wettbewerb	1	2026	2024				rule:youth
M192	Liga MX U19 Clausura	Mexico	Americas	youth	youth	wettbewerb	1	2026	2024				rule:youth
M21A	Liga MX U21 Apertura	Mexico	Americas	youth	youth	wettbewerb	1	2026					rule:youth
M21C	Liga MX U21 Clausura	Mexico	Americas	youth	youth	wettbewerb	1	2026					rule:youth
MAR1	Botola Pro Inwi	Morocco	CAF	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
MAZ1	Prva Makedonska Fudbalska Liga	North Macedonia	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
MDL2	Liga 1	Moldova	UEFA	2	core_club	wettbewerb	1	2026					rule:default
MEX1	Liga MX Clausura	Mexico	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11620		rule:default
MEX2	Liga de Expansión MX Clausura	Mexico	Americas	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11612		rule:default
MEXA	Liga MX Apertura	Mexico	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11621		rule:default
MEXB	Liga de Expansión MX Apertura	Mexico	Americas	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11611		rule:default
MLD1	Dhivehi Premier League	Maldives	AFC	1	core_club	wettbewerb	1	2026			16554		rule:default
MLS1	Major League Soccer	United States	Americas	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
MLSP	US Open Cup	United States	Americas	cup	core_club	pokal	1	2025			495		rule:default
MNE1	Meridianbet 1. CFL	Montenegro	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
MNE2	2. CFL	Montenegro	UEFA	2	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
MNP3	MLS Next Pro	United States	Americas	3	core_club	wettbewerb	1	2025	2021,2022,2023	10282	18641		rule:default
MO1N	Super Liga	Moldova	UEFA	1	core_club	wettbewerb	1	2026	2016,2017,2018,2020,2021,2022,2023,2024				rule:default
MPPO	Landespokal Mecklenburg-Vorpommern	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
MRPO	Landespokal Mittelrhein	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
MT1N	Premier League Opening Round	Malta	UEFA	1	core_club	wettbewerb	1	2026	2024				rule:default
MXSC	Campeón de Campeones	Mexico	Americas	supercup	core_club	pokal	1	2025		11039			rule:default
MYA1	Myanmar National League	Myanmar	AFC	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2024		10535		rule:default
MYS1	Malaysia Super League	Malaysia	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2024		1000		rule:default
NC1A	Liga Primera de Nicaragua Apertura	Nicaragua	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
NCL1	National League - Central	New Zealand	AFC	1	core_club	wettbewerb	1	2025	2020,2021,2022,2023				rule:default
NIR1	Premiership	Northern Ireland	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	129			rule:default
NIR2	Championship	Northern Ireland	UEFA	2	core_club	wettbewerb	1	2026	2017,2018,2019,2021,2022,2023,2024				rule:default
NIR3	National Conference League	Northern Ireland	UEFA	3	core_club	wettbewerb	1	2026	2017,2018,2021,2022,2023,2024		31777		rule:default
NL1	Eredivisie	Netherlands	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	57			rule:default
NL2	Keuken Kampioen Divisie	Netherlands	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
NLEV	U19 Division 2 Fall	Netherlands	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2024				rule:youth
NLJV	U19 Division 1 Fall	Netherlands	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2024				rule:youth
NLN6	National League North	England	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
NLS6	National League South	England	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
NLSC	Johan Cruijff Schaal	Netherlands	UEFA	supercup	core_club	pokal	1	2026			340		rule:default
NNL1	National League - North	New Zealand	AFC	1	core_club	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:default
NO1	Eliteserien	Norway	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	59	20		rule:default
NO2	OBOS-ligaen	Norway	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	203			rule:default
NO31	PostNord-ligaen Avd. 1	Norway	UEFA	3	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023				rule:default
NO32	PostNord-ligaen Avd. 2	Norway	UEFA	3	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023				rule:default
NO41	Norsk Tipping-Ligaen avdeling 1	Norway	UEFA	4	core_club	wettbewerb	1	2025	2016,2017,2018,2020,2021,2022,2023				rule:default
NO42	Norsk Tipping-Ligaen avdeling 2	Norway	UEFA	4	core_club	wettbewerb	1	2025	2016,2017,2018,2020,2021,2022,2023				rule:default
NO43	Norsk Tipping-Ligaen avdeling 3	Norway	UEFA	4	core_club	wettbewerb	1	2025	2016,2017,2018,2020,2021,2022,2023				rule:default
NO44	Norsk Tipping-Ligaen avdeling 4	Norway	UEFA	4	core_club	wettbewerb	1	2025	2016,2017,2018,2020,2021,2022,2023				rule:default
NO45	Norsk Tipping-Ligaen avdeling 5	Norway	UEFA	4	core_club	wettbewerb	1	2025	2016,2017,2018,2020,2021,2022,2023				rule:default
NO46	Norsk Tipping-Ligaen avdeling 6	Norway	UEFA	4	core_club	wettbewerb	1	2025	2016,2017,2018,2020,2021,2022,2023				rule:default
NOPO	NM-Cup	Norway	UEFA	cup	core_club	pokal	1	2025			29		rule:default
NP34	Landespokal Niedersachsen (3. und 4. Liga)	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
NPAM	Regional Cup Lower Saxony (Amateure)	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
NPFL	Nigeria Professional Football League	Nigeria	CAF	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
NRPO	Landespokal Niederrhein	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
NSC	NIFL Charity Shield	Northern Ireland	UEFA	supercup	core_club	wettbewerb	1	2026	2022,2023,2024				rule:default
NSL1	National League - South	New Zealand	AFC	1	core_club	wettbewerb	1	2025	2020,2021,2022,2023				rule:default
NTD	Tweede Divisie	Netherlands	UEFA	3	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023,2024	9195	11402		rule:default
NZP1	Chatham Cup	New Zealand	AFC	cup	core_club	pokal	1	2025			27789		rule:default
OBLB	Oberliga Baden-Württemberg	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLC	Hessenliga	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLF	NOFV-Oberliga Nord	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLG	NOFV-Oberliga Süd	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLJ	Oberliga Hamburg	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLK	Bremenliga	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLL	Oberliga Schleswig-Holstein	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OBLN	Oberliga Niedersachsen	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OCL	OFC-Champions League	International	AFC	international	core_club	pokal	1	2025			1222		rule:default
OCLP	OFC-Champions League Preliminary	International	AFC	international	core_club	pokal	1	2025					rule:default
OFCN	OFC Nations Cup	International	AFC	international	core_national	pokal	1	2023	2023				rule:national team (review C9-F4, registry says club cup)
OFPL	OFC Professional League	International	AFC	international	core_club	pokal	1	2025					rule:default
OLB1	Bayernliga Nord	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OLB2	Bayernliga Süd	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OLMR	Mittelrheinliga	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OLNI	Oberliga Niederrhein	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OLRP	Oberliga Rheinland-Pfalz/Saar	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OLW3	Oberliga Westfalen	Germany	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
OM1L	Oman Jindal League	Oman	AFC	1	core_club	wettbewerb	1	2026	2022,2023,2024				rule:default
OPHH	Landespokal Hamburg	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
PAR2	División Intermedia	Paraguay	Americas	2	core_club	wettbewerb	1	2025			1254		rule:default
PER2	Liga 2	Peru	Americas	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
PL1	PKO BP Ekstraklasa	Poland	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
PL2	Betclic 1 Liga	Poland	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		229		rule:default
PL2L	Betclic 2 Liga	Poland	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		515		rule:default
PL31	Betclic 3 Liga - Group I	Poland	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
PL32	Betclic 3 Liga - Group II	Poland	UEFA	4	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
PL33	Betclic 3 Liga - Group III	Poland	UEFA	4	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
PL34	Betclic 3 Liga - Group IV	Poland	UEFA	4	core_club	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
PLI3	Liga 3	Peru	Americas	3	core_club	wettbewerb	1	2025					rule:default
PLSC	Superpuchar Polski	Poland	UEFA	supercup	core_club	pokal	1	2026		200	511		rule:default
PLZJ	Central Youth League	Poland	UEFA	youth	youth	wettbewerb	1	2026	2018,2019,2020,2021,2022,2023,2024				rule:youth
PN1A	Liga Panameña de Fútbol Apertura	Panama	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023		11534		rule:default
PN1C	Liga Panameña de Fútbol Clausura	Panama	Americas	1	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023		11533		rule:default
PNF1	Liga Panameña de Fútbol Clausura Playoff	Panama	Americas	playoff	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
PO1	Liga Portugal	Portugal	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	61			rule:default
PO2	Liga Portugal 2	Portugal	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	185	239		rule:default
POEM	European Qualifiers Play-offs	International	UEFA	international	core_national	pokal	1	2023	2023				rule:national team (review C9-F4, registry says club cup)
POPO	Taça de Portugal	Portugal	UEFA	cup	core_club	pokal	1	2026		186	336		rule:default
POPU	STS Polish Cup	Poland	UEFA	cup	core_club	pokal	1	2026					rule:default
POSU	Supercup Candido de Oliveira	Portugal	UEFA	supercup	core_club	pokal	1	2026					rule:default
POWM	World Cup Qualification Playoffs	International	FIFA	international	core_national	pokal	1	2025					rule:national team (review C9-F4, registry says club cup)
PR1A	Primera División Apertura	Paraguay	Americas	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
PR1C	Primera División Clausura	Paraguay	Americas	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
PRA1	Liga Puerto Rico Apertura	Puerto Rico	Americas	1	core_club	wettbewerb	1	2026	2024				rule:default
PT3A	Liga 3	Portugal	UEFA	3	core_club	wettbewerb	1	2026	2021,2022,2023,2024	9112			rule:default
QELM	U19 Eliitliiga Qualification	Estonia	UEFA	playoff	youth	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:youth
QSL	Qatar Stars League	Qatar	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	535			rule:default
QU2L	Qatari Second Division	Qatar	AFC	2	core_club	wettbewerb	1	2026	2019,2020,2021,2022,2023,2024				rule:default
QUSU	Qualifikation Campeonato Sudamericano	International	Americas	international	archive	pokal	0	1965					rule:national team (review C9-F4, registry says club cup); archive: current edition 1966 is not live
R3D1	2. Division A (Phase 1)	Russia	UEFA	3	core_club	wettbewerb	1	2026	2023,2024				rule:default
R3D2	2. Division A (Phase 2)	Russia	UEFA	3	core_club	wettbewerb	1	2025	2023,2024				rule:default
R3P2	2. Division A Playoff 2	Russia	UEFA	playoff	core_club	wettbewerb	1	2025	2023				rule:default
RCBR	Recopa Gaúcha	Brazil	Americas	supercup	core_club	pokal	1	2025		10078	19814		rule:default
RECO	Recopa Sudamericana	International	Americas	international	core_club	pokal	1	2025		491			rule:default
RHL	Rheinlandliga	Germany	UEFA	6	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 6
RJL2	U19 M-Liga (since 2024)	Russia	UEFA	youth	youth	wettbewerb	1	2025	2023				rule:youth
RKPO	Korea Cup	Korea, South	AFC	cup	core_club	pokal	1	2025					rule:default
RLB3	Regionalliga Bayern	Germany	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
RLN3	Regionalliga Nord	Germany	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
