id	name	country	confederation	tier	class	route	live	current_saison_id	step2_saison_ids	fotmob_id	sofascore_id	fbref_id	reason
CHC2	1. Liga Classic group 2	Switzerland	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CHC3	1. Liga Classic group 3	Switzerland	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CHFA	Chinese FA Cup	China	AFC	cup	core_club	pokal	1	2025		9550			rule:default
CHI3	Segunda División Profesional	Chile	Americas	3	core_club	wettbewerb	1	2025					rule:default
CHL3	China League Two A	China	AFC	3	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
CHPR	Promotion League	Switzerland	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1101		rule:default
CHSC	Chinese FA Super Cup	China	AFC	supercup	core_club	pokal	1	2025					rule:default
CIR1	2. Liga interregional - Gruppe 1	Switzerland	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
CIR2	2. Liga interregional - Gruppe 2	Switzerland	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
CIR3	2. Liga interregional - Gruppe 3	Switzerland	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
CIR4	2. Liga interregional - Gruppe 4	Switzerland	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:tier 5
CIR5	2. Liga interregional - Gruppe 5	Switzerland	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022				rule:tier 5
CIT	Italy Cup	Italy	UEFA	cup	core_club	pokal	1	2026					rule:default
CITP	Coppa Italia Primavera	Italy	UEFA	youth	youth	pokal	1	2026					rule:youth
CL	UEFA Champions League	International	UEFA	international	core_club	pokal	1	2026			7		rule:default
CL2B	Liga de Ascenso	Chile	Americas	2	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023	9126			rule:default
CL3S	China League Two B	China	AFC	3	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
CLI	Copa Libertadores	International	Americas	international	core_club	pokal	1	2025		45			rule:default
CLIY	U20 Copa Libertadores	International	Americas	youth	youth	pokal	1	2025					rule:youth
CLLC	Copa de la Liga de Chile	Chile	Americas	cup	core_club	pokal	1	2025					rule:default
CLO	China League One	China	AFC	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	9137			rule:default
CLPD	Liga de Primera	Chile	Americas	1	core_club	wettbewerb	1	2025	2017,2018,2019,2020,2021,2022,2023	273	11653		rule:default
CLPF	Copa LPF Proyección Clausura	Argentina	Americas	youth	youth	wettbewerb	1	2025	2022,2023				rule:youth
CLPI	Copa LPF Proyección Apertura	Argentina	Americas	youth	youth	wettbewerb	1	2025	2019,2020,2021,2023				rule:youth
CLQ	UEFA Champions League Qualifying	International	UEFA	international	core_club	pokal	1	2026					rule:default
CN2A	Championnat National 1 - Groupe A	France	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CN2B	Championnat National 1 - Groupe B	France	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CN2C	Championnat National 1 - Groupe C	France	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CN41	Chinese Champions League (Regional Stage)	China	AFC	4	core_club	pokal	1	2025					rule:default
CN43	China Youth Football League U20 (Placement Stage)	China	AFC	4	youth	pokal	1	2025					rule:youth
CNAT	National League	England	UEFA	5	amateur	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	117	173		rule:tier 5
CNIC	Copa Primera de Nicaragua	Nicaragua	Americas	cup	core_club	pokal	1	2025					rule:default
CNLA	CONCACAF Nations League A	International	Americas	international	core_national	pokal	1	2024	2024				rule:national team (review C9-F4, registry says club cup)
CNLB	CONCACAF Nations League B	International	Americas	international	core_national	pokal	1	2024	2024				rule:national team (review C9-F4, registry says club cup)
CNLC	CONCACAF Nations League C	International	Americas	international	core_national	pokal	1	2024	2024				rule:national team (review C9-F4, registry says club cup)
CNLQ	CONCACAF Nations League Qualifikation	International	Americas	international	archive	pokal	0	2018	2018				rule:national team (review C9-F4, registry says club cup); archive: current edition 18/19 is not live
CNNF	CONCACAF Nations League Finals	International	Americas	international	core_national	pokal	1	2024	2024				rule:national team (review C9-F4, registry says club cup)
CO17	CONCACAF U17-Championship	International	Americas	international	youth	pokal	1	2025					rule:youth
CO2P	Fase Final Torneo DIMAYOR I	Colombia	Americas	playoff	core_club	wettbewerb	1	2025	2020,2021,2022,2023				rule:default
CO2T	Torneo DIMAYOR I	Colombia	Americas	2	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
COL1	Liga Dimayor Finalización	Colombia	Americas	1	core_club	wettbewerb	1	2024	2014,2015,2016,2017,2018,2020,2021,2022,2023				rule:default
COLF	Fase Final Liga DIMAYOR I	Colombia	Americas	playoff	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
COLP	Liga DIMAYOR Apertura	Colombia	Americas	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
COM1	Championnat des Comores de D1	Comoros	CAF	1	core_club	wettbewerb	1	2026					rule:default
CONC	Confederations Cup	International	FIFA	international	archive	pokal	0	2016	2016				rule:national team (review C9-F4, registry says club cup); archive: current edition 2017 is not live
COPA	Copa América	International	Americas	international	core_national	pokal	1	2023	2023	44	133		rule:national team
COPO	Copa Colombia	Colombia	Americas	cup	core_club	pokal	1	2025		9490	1335		rule:default
COSP	Superliga Águila de Campeones	Colombia	Americas	supercup	core_club	pokal	1	2025					rule:default
CPFU	Panamerican Championship (- 1960)	International	Americas	international	archive	pokal	0	1959					rule:national team (review C9-F4, registry says club cup); archive: current edition 1960 is not live
CPO1	Kypello Kyprou	Cyprus	UEFA	cup	core_club	pokal	1	2026					rule:default
CPP1	Copa LPF Proyección Apertura Playoff	Argentina	Americas	playoff	core_club	wettbewerb	1	2025	2021,2023				rule:default
CPSA	Campeonato de Portugal - Série A	Portugal	UEFA	4	core_club	wettbewerb	1	2026	2024				rule:default
CPSB	Campeonato de Portugal - Série B	Portugal	UEFA	4	core_club	wettbewerb	1	2026	2023,2024				rule:default
CPSC	Campeonato de Portugal - Série C	Portugal	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CPSD	Campeonato de Portugal - Série D	Portugal	UEFA	4	core_club	wettbewerb	1	2026	2024				rule:default
CRPD	Primera División Apertura	Costa Rica	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CS	Copa Sudamericana	International	Americas	international	core_club	pokal	1	2025		299			rule:default
CSC2	Recopa Costa Rica	Costa Rica	Americas	supercup	core_club	pokal	1	2026					rule:default
CSL	Chinese Super League	China	AFC	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		649		rule:default
CSUC	Supercopa de Chile	Chile	Americas	supercup	core_club	pokal	1	2025			1309		rule:default
CSUS	Copa Sul-Sudeste	Brazil	Americas	cup	core_club	pokal	1	2025			33495		rule:default
CYP2	2. Division	Cyprus	UEFA	2	core_club	wettbewerb	1	2026	2021,2022,2023,2024	9100			rule:default
CYSC	Cypriot Super Cup	Cyprus	UEFA	supercup	core_club	pokal	1	2026			550		rule:default
CZ19	1. Dorostenecka liga	Czech Republic	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
CZ3C	Ceska fotbalova liga	Czech Republic	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
CZ3M	Moravskoslezska fotbalova liga	Czech Republic	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
DFB	DFB-Pokal	Germany	UEFA	cup	core_club	pokal	1	2026		209	217		rule:default
DFBJ	DFB-Pokal der Junioren	Germany	UEFA	youth	youth	pokal	1	2026					rule:youth
DFL	Franz-Beckenbauer-Supercup	Germany	UEFA	supercup	core_club	pokal	1	2026			799		rule:default
DK1	Superliga	Denmark	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
DK2	1.Division	Denmark	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	85			rule:default
DK3O	2.Division	Denmark	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	239			rule:default
DK4L	3.Division	Denmark	UEFA	4	core_club	wettbewerb	1	2026	2021,2022,2023,2024	240			rule:default
DKDD	U19 Boys Division	Denmark	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
DKDL	U19 Boys League	Denmark	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
DKP	Betano Pokalen	Denmark	UEFA	cup	core_club	pokal	1	2026					rule:default
DO1P	Liga Dominicana de Fútbol - Liguilla	Dominican Republic	Americas	1	core_club	wettbewerb	1	2025	2017,2020,2021,2022,2023				rule:default
DOM1	Liga Dominicana de Fútbol	Dominican Republic	Americas	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2019,2020,2021,2022,2023		20209		rule:default
DOMP	Liga Dominicana de Fútbol - Playoff	Dominican Republic	Americas	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2019,2020,2021,2022,2023				rule:default
E3G1	Primera Federación - Grupo I	Spain	UEFA	3	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
E3G2	Primera Federación - Grupo II	Spain	UEFA	3	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
E4G1	Segunda Federación - Grupo I	Spain	UEFA	4	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
E4G2	Segunda Federación - Grupo II	Spain	UEFA	4	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
E4G3	Segunda Federación - Grupo III	Spain	UEFA	4	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
E4G4	Segunda Federación - Grupo IV	Spain	UEFA	4	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
E4G5	Segunda Federación - Grupo V	Spain	UEFA	4	core_club	wettbewerb	1	2026	2021,2022,2023,2024				rule:default
EAFC	East Asian Football Championship	International	AFC	international	core_national	pokal	1	2024					rule:national team (review C9-F4, registry says club cup)
EC1N	LigaPro Serie A	Ecuador	Americas	1	core_club	wettbewerb	1	2025	2018		240		rule:default
EC2L	Liga Pro Serie B	Ecuador	Americas	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
ECLQ	UEFA Conference League Qualifying	International	UEFA	international	core_club	pokal	1	2026					rule:default
ECSC	Supercopa Ecuador	Ecuador	Americas	supercup	core_club	pokal	1	2025			14660		rule:default
ECUP	Copa Ecuador	Ecuador	Americas	cup	core_club	pokal	1	2025		10046	13684		rule:default
EE19	U19 Eliitliiga Esiliiga	Estonia	UEFA	youth	youth	wettbewerb	1	2025	2017,2018,2019,2020,2021,2022,2023				rule:youth
EGY1	Egyptian Premier League	Egypt	CAF	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		808		rule:default
EL	UEFA Europa League	International	UEFA	international	core_club	pokal	1	2026			679		rule:default
ELC1	Copa El Salvador	El Salvador	Americas	cup	core_club	pokal	1	2025					rule:default
ELME	U19 Eliitliiga Meistriliiga	Estonia	UEFA	youth	youth	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:youth
ELMP	U19 Eliitliiga Meistriliiga Playoffs	Estonia	UEFA	playoff	youth	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:youth
ELQ	UEFA Europa League Qualifying	International	UEFA	international	core_club	pokal	1	2026					rule:default
ELSC	Supercopa de El Salvador	El Salvador	Americas	supercup	core_club	pokal	1	2026			28911		rule:default
EMQ	European Qualifiers	International	UEFA	international	core_national	pokal	1	2022	2022				rule:national team (review C9-F4, registry says club cup)
ES1	LaLiga	Spain	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	87	8		rule:default
ES17	U17 Eliitliiga Esiliiga	Estonia	UEFA	youth	youth	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:youth
ES2	LaLiga2	Spain	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	140			rule:default
EST1	Premium Liiga	Estonia	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		178		rule:default
EST2	Esiliiga	Estonia	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		678		rule:default
EST3	Esiliiga B	Estonia	UEFA	3	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023		19886		rule:default
ESTP	Eesti Karikas	Estonia	UEFA	cup	core_club	pokal	1	2026			731		rule:default
ETP1	Ethiopian Premier League	Ethiopia	CAF	1	core_club	wettbewerb	1	2026	2024		16601		rule:default
EURO	UEFA Euro	International	UEFA	international	core_national	pokal	1	2027					rule:national team
F18Q	P18 SM Qualification	Finland	UEFA	youth	youth	wettbewerb	1	2025					rule:youth
F19A	National U19 Championship - Group A	France	UEFA	youth	youth	wettbewerb	1	2026	2018,2019,2020,2021,2022,2023,2024				rule:youth
F19B	Championnat National U19 - Groupe B	France	UEFA	youth	youth	wettbewerb	1	2026	2019,2020,2021,2022,2023,2024				rule:youth
F4KP	Kolmonen Pohjoinen	Finland	UEFA	5	amateur	wettbewerb	1	2025	2019,2020,2021,2022,2023				rule:tier 5
F4LA	Kolmonen Läntinen	Finland	UEFA	5	amateur	wettbewerb	1	2025	2021,2022,2023				rule:tier 5
FAPO	Løgmanssteypið	Faroe Islands	UEFA	cup	core_club	pokal	1	2025		9523			rule:default
FAR2	1. deild	Faroe Islands	UEFA	2	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023				rule:default
FARO	Meistaradeildin	Faroe Islands	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
FARQ	FIFA Arab Cup Qualification	International	AFC	international	core_national	pokal	1	2024					rule:national team (review C9-F4, registry says club cup)
FASC	Stórsteypadystur	Faroe Islands	UEFA	supercup	core_club	pokal	1	2025					rule:default
FFAC	Australia Cup	Australia	AFC	cup	core_club	pokal	1	2025		9471	1786		rule:default
FI1	Veikkausliiga	Finland	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	51	41		rule:default
FI18	P18 SM	Finland	UEFA	youth	youth	wettbewerb	1	2025					rule:youth
FI2	Ykkösliiga	Finland	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023	251	55		rule:default
FI3A	Kakkonen - Group A	Finland	UEFA	4	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023		179		rule:default
FI3B	Kakkonen - Group B	Finland	UEFA	4	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023		180		rule:default
FI3C	Kakkonen - Group C	Finland	UEFA	4	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023		181		rule:default
FI4L	Kolmonen Itäinen	Finland	UEFA	5	amateur	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
FIJ1	Fiji Premier League	Fiji	AFC	1	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023				rule:default
FIL	Liigacup	Finland	UEFA	cup	core_club	pokal	1	2025			83		rule:default
FIP1	Regions Cup	Finland	UEFA	cup	core_club	pokal	1	2025					rule:default
FIS	Suomen Cup	Finland	UEFA	cup	core_club	pokal	1	2025		143	220		rule:default
FIWC	World Cup	International	FIFA	international	core_national	pokal	1	2025		77			rule:national team
FIYK	Ykkönen	Finland	UEFA	3	core_club	wettbewerb	1	2025	2023	8969	22020		rule:default
FR1	Ligue 1	France	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	53			rule:default
FR2	Ligue 2	France	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	110	182		rule:default
FR3	Ligue 3	France	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	8970	183		rule:default
FRCH	Trophée des Champions	France	UEFA	supercup	core_club	pokal	1	2026		207	339		rule:default
FS	International Friendlies	International	FIFA	international	core_national	pokal	1	2026					rule:national team (review C9-F4, registry says club cup)
G19C	Kypello Super League U19	Greece	UEFA	youth	youth	pokal	1	2025					rule:youth
GB1	Premier League	England	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	47			rule:default
GB18	U18 Premier League	England	UEFA	youth	youth	wettbewerb	1	2026	2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
GB2	Championship	England	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	48			rule:default
GB21	Premier League 2	England	UEFA	reserve	reserve	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:reserve team
GB3	League One	England	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	108	24		rule:default
GB4	League Two	England	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	109	25		rule:default
GBCS	Community Shield	England	UEFA	supercup	core_club	pokal	1	2026		247	346		rule:default
GBFL	EFL Trophy	England	UEFA	cup	core_club	pokal	1	2026		142			rule:default
GCQ5	Gold Cup Play-Off	International	Americas	international	archive	pokal	0	2016	2016				rule:national team (review C9-F4, registry says club cup); archive: current edition 16/17 is not live
GCQU	Gold Cup Qualification	International	Americas	international	core_national	pokal	1	2024	2024				rule:national team (review C9-F4, registry says club cup)
GE1N	Erovnuli Liga	Georgia	UEFA	1	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023	439	704		rule:default
GEO2	Erovnuli Liga 2	Georgia	UEFA	2	core_club	wettbewerb	1	2025	2016,2017,2018,2019,2020,2021,2022,2023		726		rule:default
GEP1	David Kipiani Cup	Georgia	UEFA	cup	core_club	pokal	1	2024					rule:default
GESC	Georgian Super Cup	Georgia	UEFA	supercup	core_club	pokal	1	2025			766		rule:default
GHPL	Ghana Premier League	Ghana	CAF	1	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2019,2020,2021,2022,2023,2024		1191		rule:default
GI1	Gibraltar Football League	Gibraltar	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1542		rule:default
GOCU	Gold Cup	International	Americas	international	core_national	pokal	1	2024					rule:national team
GR1	Super League 1	Greece	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	135			rule:default
GR20	Super League U19	Greece	UEFA	youth	youth	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
GRP3	Kypello Elladas Amateur	Greece	UEFA	cup	core_club	pokal	1	2025					rule:default
GRS2	Super League 2	Greece	UEFA	2	core_club	wettbewerb	1	2026	2019,2020,2021,2022,2023,2024	8815	186		rule:default
GRSC	Greek Super Cup	Greece	UEFA	supercup	core_club	pokal	1	2026					rule:default
GU1A	National League Apertura	Guatemala	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
GUPA	National League Apertura Play-Off	Guatemala	Americas	playoff	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
GUPC	National League Clausura Play-Off	Guatemala	Americas	playoff	core_club	wettbewerb	1	2025	2015,2016,2017,2018,2020,2021,2022,2023				rule:default
HBPO	Landespokal Bremen	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
HEPO	Landespokal Hessen	Germany	UEFA	cup	amateur	pokal	1	2026					rule:German state cup
HGKG	Hong Kong Premier League	Hongkong	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		947		rule:default
HK22	Hong Kong U22 League	Hongkong	AFC	reserve	reserve	wettbewerb	1	2026	2024				rule:reserve team
HK2L	Hong Kong First Division	Hongkong	AFC	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
HK3L	Hong Kong Second Division	Hongkong	AFC	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
HKSE	Hokushin'etsu Football League (Div.1)	Japan	AFC	5	amateur	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:tier 5
HO1A	Liga Nacional Apertura	Honduras	Americas	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
HOSC	Supercopa de Honduras	Honduras	Americas	supercup	core_club	pokal	1	2025			36066		rule:default
HOSL	Hokkaido Soccer League	Japan	AFC	5	amateur	wettbewerb	1	2025	2018,2019,2020,2021,2022,2023				rule:tier 5
IJ1	Primavera 1	Italy	UEFA	youth	youth	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
IJ2A	Primavera 2 - A	Italy	UEFA	youth	youth	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
IJ2B	Primavera 2 - B	Italy	UEFA	youth	youth	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:youth
ILI2	Championship Indonesia	Indonesia	AFC	2	core_club	wettbewerb	1	2026	2017,2018,2019,2020,2022,2023,2024				rule:default
IN1L	Super League	Indonesia	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2021,2022,2023,2024	8983			rule:default
IN4L	I-League 3	India	AFC	4	core_club	wettbewerb	1	2025	2023,2024		23521		rule:default
IND1	Indian Super League	India	AFC	1	core_club	wettbewerb	1	2026	2014,2015,2017,2018,2019,2020,2021,2022,2023,2024	9478	1900		rule:default
IND2	I-League 2	India	AFC	3	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2022,2023,2024		21882		rule:default
INDC	Durand Cup	India	AFC	cup	core_club	pokal	1	2025		10309	20809		rule:default
INIL	Indian Football League	India	AFC	2	core_club	wettbewerb	1	2026	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	8982			rule:default
INR1	Super League Kerala	India	AFC	regional	amateur	wettbewerb	1	2025	2024				rule:regional championship outside Brazil
IR1	League of Ireland Premier Division	Ireland	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
IR2	League of Ireland First Division	Ireland	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
IRLC	Leinster Senior Cup	Ireland	UEFA	cup	core_club	pokal	1	2025			24715		rule:default
IRLP	Aluf haAlufim	Israel	UEFA	supercup	core_club	pokal	1	2026					rule:default
IRMC	Munster Senior Cup	Ireland	UEFA	cup	core_club	pokal	1	2025			24544		rule:default
IRN1	Persian Gulf Pro League	Iran	AFC	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		915		rule:default
IRN2	Azadegan League	Iran	AFC	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	9372	11338		rule:default
IRN3	League 2	Iran	AFC	3	core_club	wettbewerb	1	2026	2017,2018,2019,2020,2021,2022,2023,2024				rule:default
IRPC	President of Ireland's Cup	Ireland	UEFA	supercup	core_club	pokal	1	2025					rule:default
IRPO	FAI Cup	Ireland	UEFA	cup	core_club	pokal	1	2025		219	195		rule:default
IRQ1	Iraq Stars League	Iraq	AFC	1	core_club	wettbewerb	1	2026	2023,2024		24040		rule:default
IS1	Besta deild	Iceland	UEFA	1	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
IS2	Lengjudeild	Iceland	UEFA	2	core_club	wettbewerb	1	2025	2014,2015,2016,2017,2018,2019,2020,2021,2022,2023				rule:default
ISL	Lengjubikarinn	Iceland	UEFA	cup	core_club	pokal	1	2025					rule:default
ISL3	2. deild	Iceland	UEFA	3	core_club	wettbewerb	1	2025	2018,2019,2020,2021,2022,2023	10226			rule:default
ISLS	Meistarakeppni	Iceland	UEFA	supercup	core_club	pokal	1	2025					rule:default
ISP	Mjólkurbikarinn	Iceland	UEFA	cup	core_club	pokal	1	2025					rule:default
ISR1	Ligat ha'Al	Israel	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	127			rule:default
ISR2	Liga Leumit	Israel	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024				rule:default
IT1	Serie A	Italy	UEFA	1	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	55	23		rule:default
IT2	Serie B	Italy	UEFA	2	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024	86	53		rule:default
IT3A	Serie C - Girone A	Italy	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11445		rule:default
IT3B	Serie C - Girone B	Italy	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11447		rule:default
IT3C	Serie C - Girone C	Italy	UEFA	3	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		11446		rule:default
IT4A	Serie D - Girone A	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1374		rule:default
IT4B	Serie D - Girone B	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1376		rule:default
IT4C	Serie D - Girone C	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1378		rule:default
IT4D	Serie D - Girone D	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1380		rule:default
IT4E	Serie D - Girone E	Italy	UEFA	4	core_club	wettbewerb	1	2026	2015,2016,2017,2018,2019,2020,2021,2022,2023,2024		1382		rule:default
